amount,velocity,failed_attempts,is_fraud,hour,day_of_week,currency_EUR,currency_INR,currency_USD,transactionType_PAYMENT,transactionType_TRANSFER,transactionType_WITHDRAW,channel_ATM,channel_CARD,channel_MOBILE,channel_NETBANKING,status_PENDING,status_SUCCESS
4588,1,4,1,5,3,0,0,1,0,0,1,0,0,0,1,1,0
13360,3,1,0,8,3,0,0,1,1,0,0,0,0,0,1,0,1
13,6,4,1,14,4,0,1,0,0,0,1,0,0,1,0,1,0
8245,1,4,1,18,2,1,0,0,1,0,0,1,0,0,0,1,0
4447,6,0,1,20,2,1,0,0,0,0,1,0,0,0,1,1,0
1550,2,3,1,7,6,0,0,1,0,0,1,0,0,1,0,1,0
8389,5,2,1,3,5,0,1,0,1,0,0,0,1,0,0,1,0
106713,1,1,1,21,0,0,1,0,0,1,0,0,0,1,0,1,0
188603,2,1,1,20,4,0,0,1,0,0,1,1,0,0,0,1,0
48,6,1,1,9,0,1,0,0,0,0,1,0,0,1,0,1,0
4633,2,4,1,19,3,1,0,0,0,1,0,1,0,0,0,1,0
111221,1,2,1,8,1,1,0,0,0,1,0,0,1,0,0,1,0
3382,5,3,1,7,1,0,1,0,0,1,0,0,0,1,0,1,0
18334,0,4,1,0,4,1,0,0,0,0,1,0,1,0,0,1,0
68741,5,4,1,19,1,0,0,1,0,1,0,0,0,1,0,1,0
181953,6,1,1,19,5,0,0,1,0,0,1,1,0,0,0,1,0
4856,0,3,1,20,3,0,0,1,1,0,0,0,1,0,0,1,0
1738,4,2,1,22,6,0,0,1,0,1,0,0,1,0,0,1,0
82679,3,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0
1952,2,1,0,5,2,0,0,1,0,0,1,1,0,0,0,0,1
14436,0,4,1,13,0,0,1,0,0,0,1,0,0,0,1,1,0
10203,1,2,1,16,2,0,1,0,1,0,0,1,0,0,0,1,0
3243,2,2,1,8,6,1,0,0,1,0,0,1,0,0,0,1,0
2414,0,3,1,15,2,1,0,0,1,0,0,0,0,0,1,1,0
14318,4,1,1,9,1,0,1,0,1,0,0,0,0,1,0,1,0
120943,6,3,1,11,6,0,1,0,1,0,0,1,0,0,0,1,0
143477,2,1,1,12,3,1,0,0,0,1,0,0,0,0,1,1,0
4318,2,4,1,14,2,1,0,0,0,1,0,0,1,0,0,1,0
8364,1,3,1,10,2,0,1,0,0,0,1,0,1,0,0,1,0
109286,1,0,1,6,2,0,0,1,0,1,0,0,0,1,0,1,0
3649,4,2,1,16,0,0,1,0,0,0,1,0,0,1,0,1,0
8422,0,3,1,0,3,0,0,1,0,1,0,0,0,1,0,1,0
199206,3,1,1,23,1,0,1,0,1,0,0,0,0,1,0,1,0
14478,1,0,1,12,6,0,1,0,0,1,0,0,1,0,0,1,0
8759,1,1,0,20,5,0,0,1,0,1,0,0,0,0,1,0,1
335,0,1,0,4,6,0,0,1,0,0,1,1,0,0,0,0,1
395,1,1,0,11,0,1,0,0,0,1,0,0,1,0,0,0,1
2141,1,1,0,0,5,0,0,1,0,1,0,0,0,1,0,0,1
160087,5,4,1,9,1,1,0,0,0,1,0,0,0,1,0,1,0
17119,4,4,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0
2039,2,1,0,20,4,0,1,0,1,0,0,0,1,0,0,0,1
175071,4,2,1,20,6,0,0,1,0,0,1,0,0,0,1,1,0
6182,5,3,1,12,4,1,0,0,0,1,0,0,0,1,0,1,0
118149,0,2,1,22,4,0,1,0,0,0,1,0,1,0,0,1,0
14354,4,2,1,16,3,0,1,0,1,0,0,0,0,0,1,1,0
183731,0,2,1,4,5,0,0,1,0,0,1,0,0,1,0,1,0
19248,2,0,0,10,2,1,0,0,0,0,1,1,0,0,0,0,1
18274,4,2,1,11,5,1,0,0,0,0,1,0,0,1,0,1,0
2491,6,0,1,7,5,1,0,0,0,1,0,1,0,0,0,1,0
14239,4,4,1,4,6,0,0,1,1,0,0,0,0,1,0,1,0
5867,2,3,1,3,6,1,0,0,0,1,0,1,0,0,0,1,0
4243,2,1,0,13,6,1,0,0,1,0,0,0,1,0,0,0,1
2145,5,4,1,4,4,0,0,1,0,1,0,0,0,1,0,1,0
424,6,2,1,3,4,0,0,1,0,0,1,0,0,1,0,1,0
2947,4,0,1,14,2,1,0,0,0,1,0,0,0,0,1,1,0
14460,0,2,1,3,2,0,1,0,0,0,1,0,1,0,0,1,0
18676,1,1,0,16,3,0,1,0,1,0,0,0,0,1,0,0,1
82547,2,3,1,3,0,1,0,0,1,0,0,0,1,0,0,1,0
7886,5,3,1,3,6,1,0,0,1,0,0,0,1,0,0,1,0
149158,2,1,1,18,4,1,0,0,0,0,1,1,0,0,0,1,0
2034,1,4,1,12,3,0,1,0,0,1,0,0,0,0,1,1,0
163750,5,0,1,10,1,0,1,0,0,1,0,0,1,0,0,1,0
98526,4,2,1,4,2,1,0,0,0,0,1,0,1,0,0,1,0
135236,5,2,1,17,4,0,0,1,1,0,0,0,1,0,0,1,0
6875,3,3,1,5,5,1,0,0,0,1,0,0,0,0,1,1,0
54246,3,4,1,8,1,1,0,0,0,1,0,1,0,0,0,1,0
56759,4,3,1,19,5,1,0,0,1,0,0,0,0,1,0,1,0
18668,0,4,1,15,6,0,1,0,1,0,0,0,0,1,0,1,0
8236,6,4,1,14,4,0,1,0,1,0,0,0,1,0,0,1,0
564,4,0,1,9,2,1,0,0,1,0,0,0,1,0,0,1,0
153756,0,0,1,21,0,1,0,0,1,0,0,0,1,0,0,1,0
2760,6,1,1,1,3,0,0,1,1,0,0,1,0,0,0,1,0
6206,3,4,1,11,2,0,1,0,1,0,0,0,0,0,1,1,0
88582,5,4,1,18,3,0,0,1,1,0,0,0,0,1,0,1,0
190258,0,2,1,0,6,1,0,0,0,0,1,1,0,0,0,1,0
13034,5,3,1,14,6,1,0,0,0,0,1,0,1,0,0,1,0
3669,4,4,1,11,1,1,0,0,0,1,0,1,0,0,0,1,0
4210,6,4,1,13,4,0,0,1,0,1,0,0,1,0,0,1,0
137135,4,4,1,22,2,0,1,0,0,0,1,0,1,0,0,1,0
155723,5,3,1,4,1,0,0,1,0,1,0,0,1,0,0,1,0
178756,3,4,1,18,0,1,0,0,0,0,1,1,0,0,0,1,0
2858,3,3,1,5,2,0,1,0,0,0,1,0,0,1,0,1,0
94592,6,1,1,9,4,1,0,0,0,0,1,0,0,1,0,1,0
166463,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0
16524,5,0,1,11,6,0,1,0,1,0,0,0,1,0,0,1,0
154863,0,4,1,10,3,1,0,0,1,0,0,0,0,1,0,1,0
3707,1,2,1,3,6,0,1,0,0,0,1,0,1,0,0,1,0
2881,2,1,0,19,4,0,1,0,0,1,0,0,1,0,0,0,1
10764,6,2,1,9,6,0,0,1,0,1,0,1,0,0,0,1,0
72,0,4,1,15,4,1,0,0,0,1,0,1,0,0,0,1,0
4056,6,4,1,20,0,0,1,0,1,0,0,0,0,0,1,1,0
17364,5,3,1,8,0,0,1,0,0,1,0,1,0,0,0,1,0
14827,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
5992,6,1,1,18,4,0,0,1,0,1,0,1,0,0,0,1,0
135012,2,4,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0
496,5,4,1,6,2,1,0,0,1,0,0,0,1,0,0,1,0
67734,5,2,1,11,2,0,1,0,0,1,0,0,1,0,0,1,0
185767,1,4,1,18,4,1,0,0,1,0,0,1,0,0,0,1,0
15393,5,2,1,20,3,1,0,0,1,0,0,0,0,1,0,1,0
4223,3,1,0,3,5,0,0,1,0,0,1,1,0,0,0,0,1
1050,0,3,1,19,0,1,0,0,1,0,0,1,0,0,0,1,0
169507,4,1,1,10,2,0,1,0,0,1,0,0,0,0,1,1,0
4650,4,0,1,22,3,0,0,1,1,0,0,0,0,1,0,1,0
379,0,1,0,13,4,1,0,0,0,1,0,1,0,0,0,0,1
51962,6,0,1,19,3,1,0,0,0,1,0,1,0,0,0,1,0
4829,3,3,1,4,5,1,0,0,0,1,0,0,0,0,1,1,0
11063,2,2,1,15,3,1,0,0,0,0,1,1,0,0,0,1,0
13097,0,0,0,17,4,1,0,0,0,0,1,0,1,0,0,0,1
3644,1,1,0,18,1,0,0,1,1,0,0,1,0,0,0,0,1
83311,0,0,1,3,1,0,0,1,0,0,1,1,0,0,0,1,0
60850,6,3,1,8,0,0,1,0,0,1,0,0,1,0,0,1,0
5314,3,2,1,20,2,1,0,0,0,1,0,0,0,1,0,1,0
1035,3,1,1,9,3,0,1,0,0,1,0,1,0,0,0,1,0
68095,6,1,1,6,6,0,0,1,0,0,1,1,0,0,0,1,0
6975,1,1,0,8,1,0,1,0,0,1,0,0,0,1,0,0,1
6337,5,1,1,17,4,1,0,0,0,1,0,1,0,0,0,1,0
169505,2,1,1,1,6,0,1,0,0,0,1,0,1,0,0,1,0
1159,2,4,1,14,5,1,0,0,0,1,0,0,0,1,0,1,0
11779,4,3,1,6,2,0,0,1,1,0,0,0,1,0,0,1,0
8605,2,1,0,17,6,0,0,1,1,0,0,0,0,0,1,0,1
12327,6,3,1,13,5,0,0,1,0,1,0,0,0,1,0,1,0
178258,6,0,1,4,0,0,1,0,1,0,0,0,0,1,0,1,0
2284,2,4,1,7,5,1,0,0,1,0,0,0,0,0,1,1,0
53945,0,4,1,4,5,0,0,1,0,1,0,0,0,0,1,1,0
11948,1,4,1,22,1,0,0,1,0,1,0,0,0,0,1,1,0
17663,6,1,1,6,4,0,0,1,0,0,1,1,0,0,0,1,0
4271,5,0,1,13,1,0,1,0,0,1,0,1,0,0,0,1,0
12791,2,3,1,4,3,0,0,1,0,1,0,0,0,0,1,1,0
8721,6,2,1,7,4,0,0,1,0,1,0,0,0,1,0,1,0
1554,2,3,1,1,5,1,0,0,0,1,0,0,0,0,1,1,0
7863,4,3,1,19,4,1,0,0,1,0,0,0,1,0,0,1,0
4844,3,3,1,8,2,1,0,0,0,0,1,0,0,0,1,1,0
10496,3,3,1,18,3,0,0,1,0,0,1,1,0,0,0,1,0
2445,0,2,1,20,1,0,0,1,1,0,0,0,0,1,0,1,0
8484,0,1,0,7,4,1,0,0,0,1,0,0,0,1,0,0,1
115,4,3,1,14,5,0,0,1,0,0,1,0,0,1,0,1,0
11359,1,3,1,19,1,0,0,1,1,0,0,0,0,1,0,1,0
2493,5,1,1,16,2,1,0,0,0,1,0,0,0,0,1,1,0
18161,5,3,1,21,4,0,1,0,0,1,0,0,0,0,1,1,0
9592,5,1,1,7,2,0,1,0,1,0,0,0,0,0,1,1,0
11794,1,3,1,21,5,1,0,0,0,1,0,0,0,0,1,1,0
3566,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
132321,2,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0
2188,5,4,1,23,6,1,0,0,1,0,0,0,1,0,0,1,0
8064,0,1,0,0,6,1,0,0,0,0,1,0,0,1,0,0,1
2827,6,3,1,12,1,1,0,0,0,0,1,0,0,0,1,1,0
143023,2,0,1,11,0,0,1,0,1,0,0,0,0,1,0,1,0
13772,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,1
4509,0,1,0,23,0,1,0,0,0,0,1,1,0,0,0,0,1
4799,6,2,1,17,1,0,0,1,0,0,1,0,0,1,0,1,0
3116,2,3,1,5,0,1,0,0,0,1,0,0,1,0,0,1,0
19986,6,1,1,18,1,1,0,0,0,0,1,0,1,0,0,1,0
6474,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
269,4,3,1,14,5,1,0,0,0,1,0,1,0,0,0,1,0
18379,2,3,1,16,4,1,0,0,0,1,0,0,0,0,1,1,0
3389,5,2,1,7,5,0,1,0,1,0,0,0,0,1,0,1,0
4407,3,0,1,17,1,0,0,1,1,0,0,1,0,0,0,1,0
95234,4,4,1,16,0,1,0,0,0,1,0,0,0,0,1,1,0
1744,4,0,1,5,3,0,1,0,0,0,1,0,0,0,1,1,0
968,3,3,1,4,0,0,1,0,0,1,0,1,0,0,0,1,0
82823,3,2,1,21,1,0,1,0,0,1,0,0,1,0,0,1,0
3976,0,0,0,9,5,1,0,0,0,0,1,0,1,0,0,0,1
8284,1,1,0,7,6,0,1,0,0,1,0,1,0,0,0,0,1
157137,0,0,1,16,0,0,1,0,0,0,1,0,1,0,0,1,0
1686,6,4,1,7,4,1,0,0,0,0,1,0,0,0,1,1,0
19733,5,2,1,0,4,1,0,0,1,0,0,0,0,0,1,1,0
1550,6,0,1,5,4,0,1,0,0,1,0,0,0,1,0,1,0
573,2,2,1,5,2,1,0,0,0,0,1,1,0,0,0,1,0
609,4,3,1,2,1,0,0,1,0,1,0,0,1,0,0,1,0
161580,0,1,1,11,6,0,0,1,0,1,0,0,0,0,1,1,0
2015,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1
18386,3,0,0,18,4,0,0,1,0,1,0,0,1,0,0,0,1
13571,0,0,0,12,4,1,0,0,0,1,0,0,0,1,0,0,1
4371,4,1,1,4,0,1,0,0,0,0,1,0,1,0,0,1,0
10107,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
7802,5,1,1,19,4,1,0,0,0,1,0,0,1,0,0,1,0
117745,4,3,1,18,3,1,0,0,1,0,0,0,0,0,1,1,0
15110,1,1,1,13,0,0,1,0,0,0,1,0,0,1,0,1,0
18376,4,1,1,9,5,0,1,0,0,0,1,0,0,0,1,1,0
3671,0,2,1,13,0,1,0,0,0,0,1,1,0,0,0,1,0
1827,5,4,1,14,2,0,1,0,1,0,0,0,0,1,0,1,0
134374,3,2,1,17,2,0,0,1,1,0,0,0,0,1,0,1,0
1450,3,3,1,18,1,1,0,0,0,0,1,0,1,0,0,1,0
50605,5,2,1,20,0,0,0,1,0,1,0,0,0,0,1,1,0
18843,3,3,1,10,4,1,0,0,0,0,1,0,0,0,1,1,0
89027,0,2,1,23,1,1,0,0,0,1,0,1,0,0,0,1,0
12514,4,1,1,4,6,1,0,0,1,0,0,1,0,0,0,1,0
10193,3,0,0,15,1,1,0,0,1,0,0,1,0,0,0,0,1
166999,4,2,1,20,4,1,0,0,1,0,0,0,0,1,0,1,0
11487,3,4,1,19,5,1,0,0,1,0,0,1,0,0,0,1,0
133786,0,0,1,18,5,0,0,1,0,0,1,0,0,0,1,1,0
177743,4,1,1,15,4,0,0,1,0,1,0,0,0,0,1,1,0
4860,0,1,0,19,6,1,0,0,1,0,0,0,0,0,1,0,1
371,3,3,1,3,5,1,0,0,0,1,0,0,0,1,0,1,0
8630,2,2,1,2,2,0,0,1,0,0,1,0,1,0,0,1,0
198890,6,3,1,23,2,0,0,1,0,1,0,0,0,0,1,1,0
19315,4,3,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1740,0,0,0,6,5,1,0,0,0,1,0,0,1,0,0,0,1
164970,2,2,1,23,4,0,0,1,0,1,0,1,0,0,0,1,0
2576,6,4,1,6,0,1,0,0,0,1,0,1,0,0,0,1,0
6434,3,4,1,5,1,0,1,0,0,0,1,1,0,0,0,1,0
14690,0,4,1,23,3,1,0,0,0,1,0,1,0,0,0,1,0
9300,5,4,1,22,2,0,1,0,1,0,0,1,0,0,0,1,0
155822,4,0,1,1,5,1,0,0,0,0,1,0,1,0,0,1,0
3938,1,2,1,0,4,0,1,0,1,0,0,0,0,0,1,1,0
1666,0,1,0,16,6,0,1,0,0,1,0,0,1,0,0,0,1
192192,0,4,1,20,4,0,0,1,1,0,0,0,0,0,1,1,0
107277,1,4,1,20,0,0,1,0,0,0,1,0,1,0,0,1,0
160615,5,0,1,18,4,1,0,0,0,1,0,0,1,0,0,1,0
11924,2,2,1,21,6,1,0,0,1,0,0,1,0,0,0,1,0
3297,1,4,1,20,3,1,0,0,0,0,1,1,0,0,0,1,0
12376,3,4,1,16,0,0,0,1,1,0,0,0,0,1,0,1,0
866,5,3,1,9,4,0,0,1,1,0,0,0,0,1,0,1,0
8320,5,1,1,4,5,0,0,1,0,1,0,0,0,0,1,1,0
12879,3,3,1,3,6,0,0,1,0,0,1,0,1,0,0,1,0
159182,0,0,1,20,4,0,1,0,1,0,0,0,0,1,0,1,0
6874,5,3,1,1,2,0,0,1,0,1,0,1,0,0,0,1,0
50490,4,3,1,6,1,0,0,1,1,0,0,1,0,0,0,1,0
60737,5,1,1,1,3,0,0,1,0,0,1,1,0,0,0,1,0
1647,3,0,0,7,4,0,1,0,1,0,0,0,0,1,0,0,1
2261,1,3,1,21,4,0,0,1,0,1,0,0,0,1,0,1,0
189804,5,2,1,6,5,1,0,0,0,1,0,0,0,1,0,1,0
53291,6,0,1,0,3,0,1,0,0,0,1,1,0,0,0,1,0
95117,6,4,1,14,0,1,0,0,0,0,1,0,0,0,1,1,0
2165,5,2,1,23,2,1,0,0,0,1,0,0,0,0,1,1,0
15738,0,0,0,8,5,0,0,1,1,0,0,0,0,0,1,0,1
1061,1,2,1,14,0,0,0,1,1,0,0,1,0,0,0,1,0
149969,1,3,1,1,5,0,0,1,0,1,0,1,0,0,0,1,0
3271,0,3,1,22,6,1,0,0,0,0,1,0,0,1,0,1,0
159045,1,0,1,6,5,1,0,0,0,1,0,0,1,0,0,1,0
2542,4,4,1,5,4,1,0,0,0,1,0,0,0,0,1,1,0
183264,5,2,1,5,5,0,0,1,0,1,0,0,0,1,0,1,0
541,4,2,1,15,6,0,0,1,0,0,1,0,0,0,1,1,0
4791,2,1,0,6,3,1,0,0,0,0,1,0,0,1,0,0,1
98781,5,1,1,21,6,0,0,1,1,0,0,0,1,0,0,1,0
11251,4,3,1,3,5,1,0,0,1,0,0,0,0,1,0,1,0
18004,1,2,1,1,6,0,0,1,1,0,0,0,0,1,0,1,0
4829,1,3,1,22,5,1,0,0,1,0,0,0,1,0,0,1,0
3151,6,2,1,1,2,0,0,1,0,0,1,0,0,0,1,1,0
168760,1,3,1,18,5,0,1,0,1,0,0,0,0,1,0,1,0
173026,1,2,1,8,4,0,1,0,0,0,1,0,0,1,0,1,0
1657,5,3,1,8,6,0,1,0,0,0,1,0,0,0,1,1,0
851,0,3,1,9,5,1,0,0,0,0,1,0,0,0,1,1,0
17406,3,0,0,14,1,0,0,1,0,0,1,0,0,1,0,0,1
2874,6,4,1,13,0,1,0,0,1,0,0,0,0,0,1,1,0
1415,3,0,0,18,6,1,0,0,1,0,0,0,0,0,1,0,1
13589,5,4,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0
4479,5,1,1,20,0,0,1,0,0,1,0,0,0,0,1,1,0
13979,4,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
8267,4,1,1,11,6,0,0,1,0,1,0,0,1,0,0,1,0
84940,1,1,1,19,1,0,1,0,0,1,0,0,1,0,0,1,0
60590,3,3,1,13,1,1,0,0,1,0,0,1,0,0,0,1,0
3181,2,1,1,11,0,1,0,0,1,0,0,0,0,0,1,1,0
1919,5,0,1,18,5,1,0,0,1,0,0,1,0,0,0,1,0
795,6,0,1,14,6,0,0,1,1,0,0,1,0,0,0,1,0
4076,6,3,1,19,6,0,0,1,1,0,0,0,0,0,1,1,0
179,2,2,1,20,2,0,1,0,0,1,0,0,1,0,0,1,0
17349,3,3,1,18,6,1,0,0,0,1,0,0,0,0,1,1,0
181585,4,2,1,4,5,0,0,1,0,1,0,0,1,0,0,1,0
198089,4,3,1,16,4,1,0,0,0,1,0,0,0,1,0,1,0
11754,3,4,1,19,5,0,1,0,0,0,1,0,0,0,1,1,0
7306,6,4,1,2,2,1,0,0,0,1,0,0,1,0,0,1,0
4451,6,0,1,2,6,0,1,0,0,0,1,0,0,0,1,1,0
206,2,1,0,14,5,0,1,0,0,0,1,0,0,1,0,0,1
992,1,0,1,23,5,1,0,0,1,0,0,0,0,1,0,1,0
3121,2,1,0,6,2,1,0,0,1,0,0,0,0,1,0,0,1
4437,0,4,1,1,4,1,0,0,0,1,0,1,0,0,0,1,0
137630,1,0,1,7,6,0,0,1,0,1,0,0,0,0,1,1,0
1422,2,1,0,22,3,0,0,1,0,0,1,0,0,0,1,0,1
6418,0,2,1,17,1,0,1,0,0,0,1,0,1,0,0,1,0
1225,6,0,1,20,2,0,1,0,0,0,1,0,0,1,0,1,0
16519,6,1,1,21,2,0,0,1,0,1,0,1,0,0,0,1,0
10447,1,3,1,12,0,0,0,1,1,0,0,1,0,0,0,1,0
8339,2,4,1,4,3,0,0,1,1,0,0,0,1,0,0,1,0
4029,5,2,1,2,6,1,0,0,0,0,1,0,0,0,1,1,0
1163,2,0,0,18,4,0,0,1,0,1,0,0,0,0,1,0,1
1330,3,3,1,22,5,0,0,1,1,0,0,1,0,0,0,1,0
445,5,2,1,15,3,0,1,0,0,0,1,0,0,0,1,1,0
194870,5,3,1,16,0,0,0,1,0,0,1,1,0,0,0,1,0
2101,0,3,1,15,5,0,0,1,0,1,0,1,0,0,0,1,0
2881,2,2,1,23,2,0,0,1,0,1,0,1,0,0,0,1,0
12827,6,4,1,14,0,0,1,0,0,0,1,1,0,0,0,1,0
19072,6,2,1,1,5,0,0,1,1,0,0,1,0,0,0,1,0
17274,3,4,1,7,3,0,0,1,1,0,0,1,0,0,0,1,0
115715,6,3,1,14,4,0,1,0,0,0,1,0,1,0,0,1,0
90174,6,1,1,9,6,0,1,0,0,0,1,1,0,0,0,1,0
8071,4,4,1,6,5,1,0,0,0,1,0,0,0,1,0,1,0
9977,4,1,1,22,6,0,0,1,0,0,1,1,0,0,0,1,0
104499,5,1,1,16,0,0,0,1,0,1,0,0,0,1,0,1,0
18723,3,1,0,9,6,0,0,1,0,0,1,1,0,0,0,0,1
162013,6,4,1,8,0,0,0,1,1,0,0,0,0,1,0,1,0
2405,3,0,0,7,6,0,1,0,1,0,0,0,0,1,0,0,1
122530,3,2,1,9,4,1,0,0,1,0,0,0,1,0,0,1,0
4640,2,2,1,2,5,0,1,0,0,1,0,0,0,0,1,1,0
2461,1,4,1,21,5,1,0,0,1,0,0,1,0,0,0,1,0
177838,3,2,1,19,1,0,0,1,0,1,0,1,0,0,0,1,0
118435,3,3,1,0,6,0,1,0,0,1,0,0,0,1,0,1,0
2758,4,2,1,12,2,0,0,1,0,1,0,0,0,0,1,1,0
71986,0,2,1,18,0,0,1,0,0,1,0,0,0,1,0,1,0
7429,2,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1
137182,3,2,1,9,4,0,1,0,0,1,0,0,0,1,0,1,0
8479,4,2,1,23,4,0,0,1,1,0,0,0,0,0,1,1,0
11453,5,0,1,23,5,1,0,0,0,1,0,1,0,0,0,1,0
1221,6,3,1,22,1,0,1,0,0,1,0,0,1,0,0,1,0
2361,5,1,1,21,0,0,0,1,0,1,0,0,0,1,0,1,0
144494,2,0,1,10,1,0,0,1,0,0,1,0,0,0,1,1,0
290,0,3,1,15,4,0,1,0,0,1,0,0,0,0,1,1,0
10309,5,0,1,1,4,1,0,0,1,0,0,1,0,0,0,1,0
56233,4,3,1,4,1,0,0,1,0,1,0,0,0,0,1,1,0
182766,3,1,1,8,4,0,0,1,0,1,0,1,0,0,0,1,0
19508,0,3,1,20,6,0,0,1,0,0,1,0,0,1,0,1,0
89532,0,4,1,8,1,0,1,0,0,0,1,1,0,0,0,1,0
128231,2,3,1,23,0,0,0,1,0,0,1,0,1,0,0,1,0
890,6,3,1,0,5,1,0,0,0,0,1,0,0,0,1,1,0
1586,2,0,0,13,6,1,0,0,1,0,0,0,0,1,0,0,1
9166,1,4,1,16,0,0,1,0,1,0,0,0,0,0,1,1,0
19093,6,4,1,6,6,0,1,0,1,0,0,0,0,0,1,1,0
2146,0,4,1,18,3,0,1,0,1,0,0,0,0,1,0,1,0
15398,1,4,1,13,5,0,0,1,0,0,1,0,0,1,0,1,0
94998,4,1,1,3,5,0,1,0,1,0,0,1,0,0,0,1,0
8367,4,2,1,13,3,0,0,1,0,0,1,1,0,0,0,1,0
74913,0,4,1,23,1,1,0,0,0,1,0,0,0,1,0,1,0
12328,3,0,0,13,6,0,0,1,1,0,0,0,0,1,0,0,1
139925,1,2,1,14,1,1,0,0,0,0,1,0,1,0,0,1,0
74802,1,1,1,21,2,0,1,0,0,0,1,0,0,0,1,1,0
3540,6,0,1,22,6,1,0,0,0,1,0,0,0,1,0,1,0
3012,0,0,0,18,4,0,1,0,0,1,0,0,0,1,0,0,1
1995,1,1,0,3,1,0,1,0,0,1,0,0,0,0,1,0,1
6767,4,0,1,5,1,0,1,0,0,0,1,0,1,0,0,1,0
1519,6,0,1,2,1,0,1,0,1,0,0,0,1,0,0,1,0
1980,3,3,1,0,6,0,0,1,0,0,1,0,0,1,0,1,0
1727,3,4,1,8,1,0,1,0,1,0,0,0,0,1,0,1,0
17449,5,3,1,5,1,1,0,0,0,0,1,0,0,0,1,1,0
756,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1
13505,4,1,1,18,6,0,1,0,0,0,1,0,1,0,0,1,0
3581,5,4,1,17,5,1,0,0,0,1,0,0,0,0,1,1,0
11001,6,3,1,16,1,1,0,0,0,0,1,0,0,1,0,1,0
13179,5,1,1,9,2,1,0,0,1,0,0,0,0,0,1,1,0
918,5,3,1,6,0,0,1,0,1,0,0,0,0,0,1,1,0
2351,0,2,1,3,6,0,0,1,0,1,0,0,0,1,0,1,0
15179,3,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1
80087,5,2,1,13,5,0,1,0,1,0,0,0,0,0,1,1,0
137987,2,4,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
116018,6,1,1,8,0,1,0,0,0,0,1,0,1,0,0,1,0
4386,4,2,1,5,6,0,1,0,0,0,1,0,0,0,1,1,0
2033,2,4,1,6,3,0,0,1,0,0,1,1,0,0,0,1,0
2170,5,4,1,7,6,0,0,1,0,0,1,0,0,1,0,1,0
14815,1,2,1,14,0,0,1,0,0,0,1,1,0,0,0,1,0
197941,0,0,1,20,5,0,0,1,0,0,1,0,0,0,1,1,0
6742,5,2,1,19,4,0,1,0,0,1,0,0,0,0,1,1,0
64344,1,0,1,5,4,1,0,0,0,1,0,0,0,0,1,1,0
14547,2,2,1,4,6,0,0,1,1,0,0,0,0,1,0,1,0
3998,2,3,1,11,1,1,0,0,0,0,1,0,1,0,0,1,0
2235,4,0,1,20,0,1,0,0,1,0,0,1,0,0,0,1,0
329,6,4,1,8,1,0,0,1,0,0,1,0,1,0,0,1,0
3122,5,1,1,3,5,0,1,0,0,0,1,0,1,0,0,1,0
147636,1,2,1,8,2,0,0,1,1,0,0,0,0,1,0,1,0
5486,6,0,1,0,3,0,0,1,0,1,0,0,0,0,1,1,0
9553,6,3,1,17,4,0,1,0,1,0,0,1,0,0,0,1,0
15025,3,0,0,21,4,0,0,1,1,0,0,1,0,0,0,0,1
50551,0,4,1,12,2,0,0,1,0,0,1,0,1,0,0,1,0
14508,2,4,1,18,4,1,0,0,0,0,1,0,0,1,0,1,0
145939,6,2,1,2,5,0,1,0,0,0,1,0,1,0,0,1,0
81011,5,4,1,22,0,0,1,0,0,0,1,0,0,0,1,1,0
180436,2,0,1,19,3,1,0,0,1,0,0,1,0,0,0,1,0
3010,3,1,0,16,6,0,0,1,0,0,1,1,0,0,0,0,1
2375,3,4,1,6,2,0,0,1,1,0,0,1,0,0,0,1,0
83286,0,4,1,18,1,0,1,0,1,0,0,0,1,0,0,1,0
12388,1,1,0,14,4,0,0,1,0,0,1,0,1,0,0,0,1
103903,1,2,1,9,5,0,0,1,0,1,0,0,0,1,0,1,0
1875,3,1,0,9,4,0,0,1,1,0,0,0,1,0,0,0,1
2513,3,4,1,4,2,0,0,1,1,0,0,0,0,1,0,1,0
2597,1,2,1,11,4,0,0,1,0,0,1,0,0,1,0,1,0
15495,3,4,1,19,1,1,0,0,1,0,0,0,1,0,0,1,0
89089,0,4,1,12,0,1,0,0,0,0,1,0,1,0,0,1,0
